#ip,port,ioc
117.72.38.14,8888,Possible Supershell IP (Unverified)
117.72.45.63,3790,Possible Metasploit IP (Unverified)
118.107.44.140,2096,Possible Reverse_SSH IP (Unverified)
118.107.44.149,2096,Possible Reverse_SSH IP (Unverified)
118.107.44.162,2096,Possible Reverse_SSH IP (Unverified)
118.145.138.6,49999,Possible wstunnel IP (Unverified)
118.189.20.162,8443,Possible GLKVM IP (Unverified)
119.23.77.172,888,Possible wstunnel IP (Unverified)
119.6.186.37,8888,Possible Interactsh IP (Unverified)
119.91.247.247,8989,Possible AdaptixC2 IP (Unverified)
12.97.133.84,443,Possible GLKVM IP (Unverified)
12.97.133.84,80,Possible GLKVM IP (Unverified)
120.196.87.130,4430,Possible PiKVM IP (Unverified)
120.211.52.46,5555,Possible PiKVM IP (Unverified)
120.48.96.174,443,Possible Interactsh IP (Unverified)
120.48.96.174,80,Possible Interactsh IP (Unverified)
120.78.121.146,3306,Possible Reverse_SSH IP (Unverified)
120.78.84.228,888,Possible wstunnel IP (Unverified)
121.147.70.188,80,Possible NanoKVM IP (Unverified)
122.116.122.137,4443,Possible GLKVM IP (Unverified)
122.155.218.95,80,Possible PiKVM IP (Unverified)
122.168.120.166,4435,Possible PiKVM IP (Unverified)
123.148.229.98,8443,Possible GLKVM IP (Unverified)
123.156.62.67,3790,Possible Metasploit IP (Unverified)
123.172.182.169,10000,Possible GLKVM IP (Unverified)
123.173.72.52,2087,Possible GLKVM IP (Unverified)
123.177.53.150,10602,Possible wstunnel IP (Unverified)
123.180.179.218,6002,Possible GLKVM IP (Unverified)
123.213.37.9,40005,Possible NanoKVM IP (Unverified)
123.235.20.196,18443,Possible GLKVM IP (Unverified)
123.235.20.198,18443,Possible GLKVM IP (Unverified)
123.56.5.210,3232,Possible Reverse_SSH IP (Unverified)
124.160.242.224,7443,Possible PiKVM IP (Unverified)
124.198.131.115,5555,Possible Evilginx/EvilGoPhish IP (Unverified)
124.198.131.36,9958,Possible Remcos IP (Unverified)
124.90.129.185,10003,Possible GLKVM IP (Unverified)
124.95.172.200,4506,Possible Deimos IP (Unverified)
125.134.50.142,80,Possible GLKVM IP (Unverified)
125.59.189.36,4343,Possible PiKVM IP (Unverified)
128.111.163.70,443,Possible GLKVM IP (Unverified)
128.111.163.70,80,Possible GLKVM IP (Unverified)
128.140.81.119,443,Possible Interactsh IP (Unverified)
128.140.81.119,80,Possible Interactsh IP (Unverified)
128.173.185.237,443,Possible GLKVM IP (Unverified)
128.30.47.190,443,Possible GLKVM IP (Unverified)
128.30.47.190,80,Possible GLKVM IP (Unverified)
129.151.135.14,587,Possible Interactsh IP (Unverified)
129.151.135.14,80,Possible Interactsh IP (Unverified)
129.151.90.165,20080,Possible NanoKVM IP (Unverified)
129.151.95.29,20080,Possible NanoKVM IP (Unverified)
129.159.29.188,443,Possible Interactsh IP (Unverified)
129.159.29.188,80,Possible Interactsh IP (Unverified)
129.204.181.147,3232,Possible Reverse_SSH IP (Unverified)
129.213.117.103,443,Possible Interactsh IP (Unverified)
129.213.117.103,80,Possible Interactsh IP (Unverified)
129.213.193.223,53,Possible Interactsh IP (Unverified)
129.213.193.223,587,Possible Interactsh IP (Unverified)
13.193.64.73,443,Possible Interactsh IP (Unverified)
13.202.179.38,443,Possible Interactsh IP (Unverified)
13.202.179.38,80,Possible Interactsh IP (Unverified)
13.211.43.201,80,Possible Interactsh IP (Unverified)
13.217.174.247,8080,Possible Hak5 Cloud C2 IP (Unverified)
13.48.178.241,80,Possible Interactsh IP (Unverified)
13.55.217.48,443,Possible Interactsh IP (Unverified)
13.55.217.48,80,Possible Interactsh IP (Unverified)
13.58.42.201,443,Possible Hak5 Cloud C2 IP (Unverified)
13.60.92.79,443,Possible Interactsh IP (Unverified)
13.60.92.79,80,Possible Interactsh IP (Unverified)
13.76.75.52,53,Possible Interactsh IP (Unverified)
13.76.75.52,80,Possible Interactsh IP (Unverified)
13.93.233.43,443,Possible Hak5 Cloud C2 IP (Unverified)
130.12.180.184,2404,Possible Remcos IP (Unverified)
130.12.180.184,2602,Possible Remcos IP (Unverified)
130.12.182.209,9456,Possible AsyncRAT IP (Unverified)
130.162.185.249,443,Possible Interactsh IP (Unverified)
130.162.185.249,80,Possible Interactsh IP (Unverified)
130.180.221.66,20443,Possible PiKVM IP (Unverified)
130.180.58.237,8088,Possible NanoKVM IP (Unverified)
130.193.52.86,443,Possible Interactsh IP (Unverified)
130.193.52.86,587,Possible Interactsh IP (Unverified)
130.215.30.163,443,Possible PiKVM IP (Unverified)
130.215.30.163,80,Possible PiKVM IP (Unverified)
130.49.214.74,52452,Possible AsyncRAT IP (Unverified)
130.49.214.74,55025,Possible AsyncRAT IP (Unverified)
130.61.124.23,7443,Possible Covenant IP (Unverified)
130.94.23.39,4321,Possible AdaptixC2 IP (Unverified)
130.94.41.162,8443,Possible AdaptixC2 IP (Unverified)
130.94.77.156,62727,Possible Evilginx/EvilGoPhish IP (Unverified)
132.226.114.147,443,Possible Interactsh IP (Unverified)
132.243.223.0,2404,Possible Remcos IP (Unverified)
134.122.162.29,7443,Possible Mythic IP (Unverified)
134.122.6.193,8080,Possible CHAOS IP (Unverified)
134.175.253.242,8989,Possible AdaptixC2 IP (Unverified)
134.199.166.195,443,Possible Mythic IP (Unverified)
134.199.193.8,443,Possible GLKVM IP (Unverified)
134.209.195.82,80,Possible Interactsh IP (Unverified)
134.209.247.238,443,Possible Interactsh IP (Unverified)
134.209.46.253,443,Possible Interactsh IP (Unverified)
134.56.160.167,443,Possible GLKVM IP (Unverified)
136.0.41.76,8443,Possible Evilginx/EvilGoPhish IP (Unverified)
136.112.126.83,443,Possible Interactsh IP (Unverified)
136.112.126.83,80,Possible Interactsh IP (Unverified)
136.244.87.145,80,Possible Interactsh IP (Unverified)
136.38.108.215,443,Possible GLKVM IP (Unverified)
136.60.192.229,443,Possible GLKVM IP (Unverified)
136.60.192.229,80,Possible GLKVM IP (Unverified)
137.184.128.243,53,Possible Interactsh IP (Unverified)
137.184.204.241,465,Possible Interactsh IP (Unverified)
137.184.232.250,443,Possible Interactsh IP (Unverified)
137.184.232.250,80,Possible Interactsh IP (Unverified)
137.184.25.225,443,Possible Interactsh IP (Unverified)
137.184.25.225,80,Possible Interactsh IP (Unverified)
137.184.84.19,25,Possible Interactsh IP (Unverified)
137.220.137.66,6606,Possible AsyncRAT IP (Unverified)
137.220.137.66,8808,Possible AsyncRAT IP (Unverified)
137.220.137.68,7707,Possible AsyncRAT IP (Unverified)
137.220.224.81,6621,Possible Reverse_SSH IP (Unverified)
137.220.224.89,6621,Possible Reverse_SSH IP (Unverified)
138.124.113.131,4211,Possible AdaptixC2 IP (Unverified)
138.124.74.226,443,Possible GLKVM IP (Unverified)
138.130.41.90,443,Possible GLKVM IP (Unverified)
138.197.119.51,7443,Possible Covenant IP (Unverified)
138.197.126.44,53,Possible Interactsh IP (Unverified)
138.197.18.115,3790,Possible Metasploit IP (Unverified)
138.2.136.23,8080,Possible Hak5 Cloud C2 IP (Unverified)
138.9.0.87,8015,Possible Remcos IP (Unverified)
138.9.212.10,8015,Possible Remcos IP (Unverified)
139.144.173.67,443,Possible Interactsh IP (Unverified)
139.144.173.67,465,Possible Interactsh IP (Unverified)
139.144.173.67,53,Possible Interactsh IP (Unverified)
139.144.173.67,587,Possible Interactsh IP (Unverified)
139.144.173.67,80,Possible Interactsh IP (Unverified)
139.144.69.139,443,Possible Interactsh IP (Unverified)
139.144.69.139,80,Possible Interactsh IP (Unverified)
139.162.161.225,443,Possible Interactsh IP (Unverified)
139.162.161.225,80,Possible Interactsh IP (Unverified)
139.196.226.66,13001,Possible PiKVM IP (Unverified)
139.196.232.99,443,Possible GLKVM IP (Unverified)
139.198.172.245,1209,Possible Interactsh IP (Unverified)
139.224.199.95,19999,Possible Interactsh IP (Unverified)
139.224.82.56,3322,Possible Reverse_SSH IP (Unverified)
139.28.221.201,25,Possible Interactsh IP (Unverified)
139.28.221.201,587,Possible Interactsh IP (Unverified)
139.59.18.36,443,Possible Interactsh IP (Unverified)
139.59.18.36,53,Possible Interactsh IP (Unverified)
139.59.18.36,80,Possible Interactsh IP (Unverified)
139.64.164.72,63337,Possible CHAOS IP (Unverified)
139.84.237.94,11601,Possible Ligolo-ng IP (Unverified)
139.9.118.11,80,Possible Interactsh IP (Unverified)
139.94.159.55,8519,Possible GLKVM IP (Unverified)
139.99.171.5,8081,Possible Hak5 Cloud C2 IP (Unverified)
14.205.242.103,5000,Possible PiKVM IP (Unverified)
14.215.162.114,10443,Possible GLKVM IP (Unverified)
14.215.162.120,443,Possible GLKVM IP (Unverified)
14.22.113.179,443,Possible GLKVM IP (Unverified)
140.143.207.166,7443,Possible Mythic IP (Unverified)
140.238.97.6,443,Possible Interactsh IP (Unverified)
140.238.97.6,587,Possible Interactsh IP (Unverified)
141.11.240.103,45781,Possible Supershell IP (Unverified)
141.147.170.110,443,Possible wstunnel IP (Unverified)
141.148.155.230,443,Possible Interactsh IP (Unverified)
141.148.155.230,80,Possible Interactsh IP (Unverified)
141.164.52.154,443,Possible Interactsh IP (Unverified)
142.120.217.101,443,Possible TinyPilot KVM IP (Unverified)
142.171.9.150,53,Possible Interactsh IP (Unverified)
142.93.167.68,80,Possible Interactsh IP (Unverified)
142.93.204.241,443,Possible Interactsh IP (Unverified)
142.93.86.246,7443,Possible Mythic IP (Unverified)
142.93.88.220,443,Possible Havoc IP (Unverified)
143.110.128.184,443,Possible Interactsh IP (Unverified)
143.110.128.184,465,Possible Interactsh IP (Unverified)
143.110.151.209,31337,Possible Sliver IP (Unverified)
143.110.151.209,443,Possible Sliver IP (Unverified)
143.14.50.105,25,Possible Interactsh IP (Unverified)
143.14.50.105,465,Possible Interactsh IP (Unverified)
143.14.50.105,587,Possible Interactsh IP (Unverified)
143.198.112.191,10002,Possible Interactsh IP (Unverified)
143.198.112.191,10004,Possible Interactsh IP (Unverified)
143.198.125.88,443,Possible Interactsh IP (Unverified)
143.198.125.88,53,Possible Interactsh IP (Unverified)
143.198.125.88,80,Possible Interactsh IP (Unverified)
143.198.200.186,443,Possible Interactsh IP (Unverified)
143.198.200.186,80,Possible Interactsh IP (Unverified)
143.198.215.97,8000,Possible Havoc IP (Unverified)
143.198.215.97,8080,Possible Havoc IP (Unverified)
143.198.40.23,443,Possible Interactsh IP (Unverified)
143.198.40.23,80,Possible Interactsh IP (Unverified)
143.198.52.66,7707,Possible AsyncRAT IP (Unverified)
143.198.52.66,8808,Possible AsyncRAT IP (Unverified)
143.202.105.137,9001,Possible DanaBot IP (Unverified)
143.42.74.25,443,Possible Pupy RAT IP (Unverified)
143.47.179.249,443,Possible GLKVM IP (Unverified)
143.92.60.13,8888,Possible Supershell IP (Unverified)
143.92.60.26,8888,Possible Supershell IP (Unverified)
144.126.194.194,25,Possible Interactsh IP (Unverified)
144.126.194.194,53,Possible Interactsh IP (Unverified)
144.172.102.234,47653,Possible AdaptixC2 IP (Unverified)
144.172.65.125,4786,Possible AdaptixC2 IP (Unverified)
144.172.65.231,7001,Possible DcRat IP (Unverified)
144.2.113.85,2876,Possible GLKVM IP (Unverified)
144.34.166.52,80,Possible Interactsh IP (Unverified)
144.86.173.3,443,Possible Interactsh IP (Unverified)
144.86.173.3,80,Possible Interactsh IP (Unverified)
144.91.64.114,443,Possible Hak5 Cloud C2 IP (Unverified)
144.91.88.0,25,Possible Interactsh IP (Unverified)
144.91.88.0,53,Possible Interactsh IP (Unverified)
144.91.88.0,587,Possible Interactsh IP (Unverified)
144.91.88.0,8080,Possible Interactsh IP (Unverified)
145.131.8.169,7443,Possible Mythic IP (Unverified)
146.0.76.76,443,Possible wstunnel IP (Unverified)
146.103.121.226,3790,Possible Metasploit IP (Unverified)
146.135.79.27,5000,Possible GLKVM IP (Unverified)
146.185.233.71,35412,Possible Remcos IP (Unverified)
146.190.121.152,465,Possible Interactsh IP (Unverified)
146.190.133.216,7443,Possible Mythic IP (Unverified)
146.190.135.129,443,Possible Interactsh IP (Unverified)
146.190.160.109,443,Possible Interactsh IP (Unverified)
146.190.160.109,80,Possible Interactsh IP (Unverified)
146.190.17.255,4321,Possible AdaptixC2 IP (Unverified)
146.190.175.129,443,Possible Interactsh IP (Unverified)
146.190.175.129,587,Possible Interactsh IP (Unverified)
146.190.211.163,8088,Possible Hak5 Cloud C2 IP (Unverified)
146.190.218.205,443,Possible Interactsh IP (Unverified)
146.190.218.205,80,Possible Interactsh IP (Unverified)
146.56.174.1,443,Possible Interactsh IP (Unverified)
146.56.174.1,53,Possible Interactsh IP (Unverified)
146.56.174.1,80,Possible Interactsh IP (Unverified)
146.70.158.198,31337,Possible Sliver IP (Unverified)
146.70.158.198,443,Possible Sliver IP (Unverified)
147.182.203.89,443,Possible Interactsh IP (Unverified)
147.182.232.115,443,Possible Interactsh IP (Unverified)
147.93.144.218,8080,Possible Interactsh IP (Unverified)
147.93.184.216,443,Possible Interactsh IP (Unverified)
147.93.184.216,465,Possible Interactsh IP (Unverified)
147.93.184.216,53,Possible Interactsh IP (Unverified)
147.93.184.216,587,Possible Interactsh IP (Unverified)
147.93.184.216,80,Possible Interactsh IP (Unverified)
148.74.144.237,10001,Possible GLKVM IP (Unverified)
149.102.129.118,25,Possible Interactsh IP (Unverified)
149.104.110.163,59349,Possible Evilginx/EvilGoPhish IP (Unverified)
149.104.24.149,3232,Possible Reverse_SSH IP (Unverified)
149.104.28.204,3656,Possible AdaptixC2 IP (Unverified)
149.104.66.230,53661,Possible Evilginx/EvilGoPhish IP (Unverified)
149.28.114.219,443,Possible Interactsh IP (Unverified)
149.28.123.75,443,Possible GLKVM IP (Unverified)
149.28.50.100,443,Possible GLKVM IP (Unverified)
149.50.135.215,49152,Possible AdaptixC2 IP (Unverified)
149.56.141.10,53,Possible Interactsh IP (Unverified)
149.56.141.10,8000,Possible Interactsh IP (Unverified)
149.56.141.10,8443,Possible Interactsh IP (Unverified)
149.56.190.92,7777,Possible DcRat IP (Unverified)
149.86.76.66,8008,Possible NanoKVM IP (Unverified)
15.161.176.25,443,Possible Hak5 Cloud C2 IP (Unverified)
15.165.86.2,443,Possible Interactsh IP (Unverified)
15.165.86.2,80,Possible Interactsh IP (Unverified)
15.197.206.82,53,Possible Interactsh IP (Unverified)
15.204.95.228,443,Possible Havoc IP (Unverified)
15.235.162.252,443,Possible GLKVM IP (Unverified)
15.235.208.105,443,Possible Interactsh IP (Unverified)
15.235.208.105,80,Possible Interactsh IP (Unverified)
15.235.61.90,25,Possible Interactsh IP (Unverified)
15.235.61.90,443,Possible Interactsh IP (Unverified)
15.235.61.90,587,Possible Interactsh IP (Unverified)
150.230.160.171,443,Possible Havoc IP (Unverified)
151.115.78.120,443,Possible Interactsh IP (Unverified)
151.115.78.120,465,Possible Interactsh IP (Unverified)
151.115.78.120,53,Possible Interactsh IP (Unverified)
151.115.78.120,587,Possible Interactsh IP (Unverified)
151.115.78.120,80,Possible Interactsh IP (Unverified)
151.145.35.152,443,Possible Interactsh IP (Unverified)
151.158.1.2,3333,Possible Evilginx/EvilGoPhish IP (Unverified)
151.198.54.123,8443,Possible PiKVM IP (Unverified)
151.236.4.135,443,Possible DanaBot IP (Unverified)
151.241.217.98,443,Possible Ligolo-ng IP (Unverified)
151.243.109.10,9323,Possible Remcos IP (Unverified)
151.243.109.213,6325,Possible Remcos IP (Unverified)
151.249.104.188,4434,Possible PiKVM IP (Unverified)
152.42.149.69,443,Possible Interactsh IP (Unverified)
152.42.149.69,80,Possible Interactsh IP (Unverified)
152.42.252.25,25,Possible Interactsh IP (Unverified)
152.42.252.25,53,Possible Interactsh IP (Unverified)
152.53.110.12,8080,Possible Hak5 Cloud C2 IP (Unverified)
152.53.131.80,443,Possible Hak5 Cloud C2 IP (Unverified)
152.53.131.80,8080,Possible Hak5 Cloud C2 IP (Unverified)
152.53.205.136,3232,Possible Reverse_SSH IP (Unverified)
152.53.242.130,80,Possible Interactsh IP (Unverified)
152.67.58.223,8080,Possible Hak5 Cloud C2 IP (Unverified)
153.217.150.151,5443,Possible PiKVM IP (Unverified)
153.232.74.110,80,Possible NanoKVM IP (Unverified)
153.75.224.159,5400,Possible Bianlian Go Trojan IP (Unverified)
154.205.144.127,3535,Possible wstunnel IP (Unverified)
154.205.144.127,433,Possible wstunnel IP (Unverified)
154.205.144.127,8458,Possible wstunnel IP (Unverified)
154.21.157.102,433,Possible wstunnel IP (Unverified)
154.21.157.103,433,Possible wstunnel IP (Unverified)
154.21.157.114,433,Possible wstunnel IP (Unverified)
154.21.157.136,433,Possible wstunnel IP (Unverified)
154.21.157.153,8458,Possible wstunnel IP (Unverified)
154.21.157.158,3535,Possible wstunnel IP (Unverified)
154.21.157.165,433,Possible wstunnel IP (Unverified)
154.21.157.166,433,Possible wstunnel IP (Unverified)
154.21.157.168,8458,Possible wstunnel IP (Unverified)
154.21.157.191,3535,Possible wstunnel IP (Unverified)
154.21.157.191,433,Possible wstunnel IP (Unverified)
154.21.157.194,3535,Possible wstunnel IP (Unverified)
154.21.157.198,8458,Possible wstunnel IP (Unverified)
154.21.157.214,433,Possible wstunnel IP (Unverified)
154.21.157.224,3535,Possible wstunnel IP (Unverified)
154.21.157.24,433,Possible wstunnel IP (Unverified)
154.21.157.241,8458,Possible wstunnel IP (Unverified)
154.21.157.244,433,Possible wstunnel IP (Unverified)
154.21.157.245,8458,Possible wstunnel IP (Unverified)
154.21.157.249,3535,Possible wstunnel IP (Unverified)
154.21.157.249,433,Possible wstunnel IP (Unverified)
154.21.157.25,3535,Possible wstunnel IP (Unverified)
